sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-30732-2020-тройники-530x10-273x8-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 530х10 - 273х8 ГОСТ 30732-2020,500,250,530,10,273,8,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,530х10-273х8-20,False,гост-30732-2020-тройники-530x10-273x8-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 500. DN ответвления 250. Наружный диаметр 530 мм. Толщина стенки 10 мм. Ответвление 273х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 530х10-273х8-20.,dn=500; dn_branch=250; outer_diameter=530; wall_thickness=10; outer_d_branch=273; wall_branch=8; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=530х10-273х8-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,273,8,500,250,,,,,,ППУ ОЦ,Тройники,530х10-273х8-20,
гост-30732-2020-тройники-530x10-530x10-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 530х10 - 530х10 Ст20 ГОСТ 30732-2020,500,500,530,10,530,10,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,530х10-20,False,гост-30732-2020-тройники-530x10-530x10-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 500. DN ответвления 500. Наружный диаметр 530 мм. Толщина стенки 10 мм. Ответвление 530х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 530х10-20.,dn=500; dn_branch=500; outer_diameter=530; wall_thickness=10; outer_d_branch=530; wall_branch=10; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=530х10-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-530x10-530x10-ппу-пэ-,20,Нет,,onbackorder,no,1,530,10,500,500,,,,,,ППУ ПЭ,Тройники,530х10-20,
гост-30732-2020-тройники-530x10-530x10-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 530х10 - 530х10 17Г1С-У ГОСТ 30732-2020,500,500,530,10,530,10,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,530х10-17Г1С-У,False,гост-30732-2020-тройники-530x10-530x10-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 500. DN ответвления 500. Наружный диаметр 530 мм. Толщина стенки 10 мм. Ответвление 530х10 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 530х10-17Г1С-У.,dn=500; dn_branch=500; outer_diameter=530; wall_thickness=10; outer_d_branch=530; wall_branch=10; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=530х10-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-530x10-530x10-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,530,10,500,500,,,,,,ППУ ПЭ,Тройники,530х10-17Г1С-У,
гост-30732-2020-тройники-630x10-325x8-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 325х8 ГОСТ 30732-2020,600,300,630,10,325,8,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,630х10-325х8-20,False,гост-30732-2020-тройники-630x10-325x8-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-325х8-20.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=630х10-325х8-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ОЦ,Тройники,630х10-325х8-20,
гост-30732-2020-тройники-630x10-325x8-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 325х8 Ст20 ГОСТ 30732-2020,600,300,630,10,325,8,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,630х10-325х8-20,False,гост-30732-2020-тройники-630x10-325x8-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-325х8-20.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=630х10-325х8-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-325x8-ппу-оц-,20,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ОЦ,Тройники,630х10-325х8-20,
гост-30732-2020-тройники-630x10-325x8-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 325х8 17Г1С-У ГОСТ 30732-2020,600,300,630,10,325,8,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,630х10-325х8-17Г1С-У,False,гост-30732-2020-тройники-630x10-325x8-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 630х10-325х8-17Г1С-У.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=630х10-325х8-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-325x8-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ОЦ,Тройники,630х10-325х8-17Г1С-У,
гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 325х8 ГОСТ 30732-2020,600,300,630,10,325,8,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,630х10-325х8-20,False,гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-325х8-20.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=630х10-325х8-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ПЭ,Тройники,630х10-325х8-20,
гост-30732-2020-тройники-630x10-325x8-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 325х8 Ст20 ГОСТ 30732-2020,600,300,630,10,325,8,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,630х10-325х8-20,False,гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-325х8-20.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=630х10-325х8-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,20,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ПЭ,Тройники,630х10-325х8-20,
гост-30732-2020-тройники-630x10-325x8-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 325х8 17Г1С-У ГОСТ 30732-2020,600,300,630,10,325,8,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,630х10-325х8-17Г1С-У,False,гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 300. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 325х8 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 630х10-325х8-17Г1С-У.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=10; outer_d_branch=325; wall_branch=8; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=630х10-325х8-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-325x8-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,325,8,600,300,,,,,,ППУ ПЭ,Тройники,630х10-325х8-17Г1С-У,
гост-30732-2020-тройники-630x10-426x10-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 426х10 ГОСТ 30732-2020,600,400,630,10,426,10,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,630х10-426х10-20,False,гост-30732-2020-тройники-630x10-426x10-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-426х10-20.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=630х10-426х10-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ОЦ,Тройники,630х10-426х10-20,
гост-30732-2020-тройники-630x10-426x10-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 426х10 Ст20 ГОСТ 30732-2020,600,400,630,10,426,10,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,630х10-426х10-20,False,гост-30732-2020-тройники-630x10-426x10-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-426х10-20.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=630х10-426х10-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-426x10-ппу-оц-,20,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ОЦ,Тройники,630х10-426х10-20,
гост-30732-2020-тройники-630x10-426x10-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 426х10 17Г1С-У ГОСТ 30732-2020,600,400,630,10,426,10,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,630х10-426х10-17Г1С-У,False,гост-30732-2020-тройники-630x10-426x10-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 630х10-426х10-17Г1С-У.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=630х10-426х10-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-426x10-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ОЦ,Тройники,630х10-426х10-17Г1С-У,
гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 426х10 ГОСТ 30732-2020,600,400,630,10,426,10,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,630х10-426х10-20,False,гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-426х10-20.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=630х10-426х10-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ПЭ,Тройники,630х10-426х10-20,
гост-30732-2020-тройники-630x10-426x10-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 426х10 Ст20 ГОСТ 30732-2020,600,400,630,10,426,10,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,630х10-426х10-20,False,гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-426х10-20.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=630х10-426х10-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,20,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ПЭ,Тройники,630х10-426х10-20,
гост-30732-2020-тройники-630x10-426x10-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 630х10 - 426х10 17Г1С-У ГОСТ 30732-2020,600,400,630,10,426,10,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,630х10-426х10-17Г1С-У,False,гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 600. DN ответвления 400. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 426х10 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 630х10-426х10-17Г1С-У.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=10; outer_d_branch=426; wall_branch=10; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=630х10-426х10-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-630x10-426x10-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,426,10,600,400,,,,,,ППУ ПЭ,Тройники,630х10-426х10-17Г1С-У,
гост-30732-2020-тройники-630x10-530x10-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 630х10 - 530х10 ГОСТ 30732-2020,600,500,630,10,530,10,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,630х10-530х10-20,False,гост-30732-2020-тройники-630x10-530x10-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 600. DN ответвления 500. Наружный диаметр 630 мм. Толщина стенки 10 мм. Ответвление 530х10 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 630х10-530х10-20.,dn=600; dn_branch=500; outer_diameter=630; wall_thickness=10; outer_d_branch=530; wall_branch=10; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=630х10-530х10-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,530,10,600,500,,,,,,ППУ ОЦ,Тройники,630х10-530х10-20,
