sku,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,angle,radius,pn,mass_kg,material,material_grade,execution,gost_designation,normative_key,pdf_path,standard_page,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,coating,washer_type,nominal_d_mm,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_outer_d_branch,dim_length,dim_with_support,dim_support_d,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
ост-34-10-700-1997-200-пк-219-7-159-5-10х17н13м2т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 10Х17Н13М2Т ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,10Х17Н13М2Т,10Х17Н13М2Т,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 10Х17Н13М2Т.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=10Х17Н13М2Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,10Х17Н13М2Т,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-12х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 12Х18Н10Т ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,12Х18Н10Т,12Х18Н10Т,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 12Х18Н10Т.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=12Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,12Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-13хфа,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 13ХФА ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,13ХФА,13ХФА,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 13ХФА.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=13ХФА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,13ХФА,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-17г1с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 17Г1С ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,17Г1С,17Г1С,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 17Г1С.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=17Г1С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,17Г1С,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-17г1с-у,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 17Г1С-У ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,17Г1С-У,17Г1С-У,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 17Г1С-У.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=17Г1С-У,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,17Г1С-У,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-17гс,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 17ГС ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,17ГС,17ГС,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 17ГС.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=17ГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,17ГС,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-159-5-20,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-159×5 20 ОСТ 34.10.700-1997,200,150,219,7,159,5,,,,,20,20,,К-219х7-159х5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-159-5,,,,,,,,,,,К-219х7-159х5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 150. Размеры 219х7-159х5 мм. Условное обозначение: К-219х7-159х5. Марка стали 20.,dn=200; dn_branch=150; outer_diameter=219; wall_thickness=7; outer_d_branch=159; wall_branch=5; gost_designation=К-219х7-159х5; material_grade=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-159-5,20,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,,,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-08х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 08Х18Н10Т ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,08Х18Н10Т,08Х18Н10Т,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 08Х18Н10Т.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=08Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,08Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-09г2с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 09Г2С ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,09Г2С,09Г2С,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 09Г2С.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=09Г2С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,09Г2С,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-10,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 10 ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,10,10,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 10.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,10,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-10г2,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 10Г2 ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,10Г2,10Г2,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 10Г2.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=10Г2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,10Г2,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-10г2с1,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 10Г2С1 ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,10Г2С1,10Г2С1,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 10Г2С1.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=10Г2С1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,10Г2С1,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-10х17н13м2т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 10Х17Н13М2Т ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,10Х17Н13М2Т,10Х17Н13М2Т,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 10Х17Н13М2Т.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=10Х17Н13М2Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,10Х17Н13М2Т,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-12х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 12Х18Н10Т ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,12Х18Н10Т,12Х18Н10Т,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 12Х18Н10Т.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=12Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,12Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-13хфа,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 13ХФА ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,13ХФА,13ХФА,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 13ХФА.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=13ХФА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,13ХФА,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-17г1с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 17Г1С ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,17Г1С,17Г1С,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 17Г1С.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=17Г1С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,17Г1С,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-17г1с-у,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 17Г1С-У ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,17Г1С-У,17Г1С-У,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 17Г1С-У.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=17Г1С-У,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,17Г1С-У,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-17гс,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 17ГС ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,17ГС,17ГС,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 17ГС.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=17ГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,17ГС,Нет,,onbackorder,no
ост-34-10-700-1997-200-пк-219-7-133-4-20,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 219×7-133×4 20 ОСТ 34.10.700-1997,200,125,219,7,133,4,,,,,20,20,,К-219х7-133х4,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-200-пк-219-7-133-4,,,,,,,,,,,К-219х7-133х4,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 200. DN1 125. Размеры 219х7-133х4 мм. Условное обозначение: К-219х7-133х4. Марка стали 20.,dn=200; dn_branch=125; outer_diameter=219; wall_thickness=7; outer_d_branch=133; wall_branch=4; gost_designation=К-219х7-133х4; material_grade=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-200-пк-219-7-133-4,20,Нет,,onbackorder,no
ост-34-10-700-1997-250-пк-273-8-219-7,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 273×8-219×7 ОСТ 34.10.700-1997,250,200,273,8,219,7,,,,,,,,К-273х8-219х7,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-250-пк-273-8-219-7,,,,,,,,,,,К-273х8-219х7,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 250. DN1 200. Размеры 273х8-219х7 мм. Условное обозначение: К-273х8-219х7.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=8; outer_d_branch=219; wall_branch=7; gost_designation=К-273х8-219х7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
ост-34-10-700-1997-250-пк-273-8-219-7-08х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 273×8-219×7 08Х18Н10Т ОСТ 34.10.700-1997,250,200,273,8,219,7,,,,,08Х18Н10Т,08Х18Н10Т,,К-273х8-219х7,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-250-пк-273-8-219-7,,,,,,,,,,,К-273х8-219х7,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 250. DN1 200. Размеры 273х8-219х7 мм. Условное обозначение: К-273х8-219х7. Марка стали 08Х18Н10Т.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=8; outer_d_branch=219; wall_branch=7; gost_designation=К-273х8-219х7; material_grade=08Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-250-пк-273-8-219-7,08Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-250-пк-273-8-219-7-09г2с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 273×8-219×7 09Г2С ОСТ 34.10.700-1997,250,200,273,8,219,7,,,,,09Г2С,09Г2С,,К-273х8-219х7,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-250-пк-273-8-219-7,,,,,,,,,,,К-273х8-219х7,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 250. DN1 200. Размеры 273х8-219х7 мм. Условное обозначение: К-273х8-219х7. Марка стали 09Г2С.,dn=250; dn_branch=200; outer_diameter=273; wall_thickness=8; outer_d_branch=219; wall_branch=7; gost_designation=К-273х8-219х7; material_grade=09Г2С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-250-пк-273-8-219-7,09Г2С,Нет,,onbackorder,no
