sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_length,dim_outer_d_branch,dim_wall_branch,dim_gost_designation,description,attributes,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
гост-17378-2001-1-65-761-5--424-3-13хфа,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 13ХФА ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,13ХФА,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,13ХФА,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 13ХФА. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=13ХФА; length_mm=89; execution=1; material_grade=13ХФА; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-17г1с,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 17Г1С ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,17Г1С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=17Г1С; length_mm=89; execution=1; material_grade=17Г1С; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-17г1сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 76.1х5-42.4х3.6 17Г1С ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,17Г1С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С,,,К-1-76.1х5-42.4х3.6,True,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=17Г1С; length_mm=89; execution=1; material_grade=17Г1С; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-17г1с-у,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 17Г1С-У ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,17Г1С-У,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С-У,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С-У. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=17Г1С-У; length_mm=89; execution=1; material_grade=17Г1С-У; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-17гс,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 17ГС ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,17ГС,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17ГС,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 17ГС. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=17ГС; length_mm=89; execution=1; material_grade=17ГС; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-20,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 Ст20 ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,20,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,20,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали 20. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=20; length_mm=89; execution=1; material_grade=20; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-5--424-3-р9,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х5-42.4х3.6 Р9 ГОСТ 17378-2001,65,40,76.1,5,42.4,3.6,,,,0.78,Р9,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,Р9,,,К-1-76.1х5-42.4х3.6,False,гост-17378-2001-1-65-761-5--424-3,1,89,42.4,3.6,К-1-76.1х5-42.4х3.6,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х5-42.4х3.6 мм. L=89 мм. Исполнение 1. Марка стали Р9. Масса 0.78 кг. Условное обозначение: К-1-76.1х5-42.4х3.6.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=5; mass_kg=0.78; material=Р9; length_mm=89; execution=1; material_grade=Р9; length=89; outer_d_branch=42.4; wall_branch=3.6; gost_designation=К-1-76.1х5-42.4х3.6,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-08х18н10т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 08Х18Н10Т ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,08Х18Н10Т,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,08Х18Н10Т,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 08Х18Н10Т. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=08Х18Н10Т; length_mm=89; execution=1; material_grade=08Х18Н10Т; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-09г2с,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 09Г2С ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,09Г2С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,09Г2С,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 09Г2С. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=09Г2С; length_mm=89; execution=1; material_grade=09Г2С; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-09г2сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 76.1х7.1-42.4х5 09Г2С ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,09Г2С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,09Г2С,,,К-1-76.1х7.1-42.4х5,True,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 09Г2С. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=09Г2С; length_mm=89; execution=1; material_grade=09Г2С; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-10,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 Ст10 ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,10,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,10,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 10. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=10; length_mm=89; execution=1; material_grade=10; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-10г2,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 10Г2 ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,10Г2,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,10Г2,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 10Г2. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=10Г2; length_mm=89; execution=1; material_grade=10Г2; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-10г2с1,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 10Г2С1 ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,10Г2С1,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,10Г2С1,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 10Г2С1. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=10Г2С1; length_mm=89; execution=1; material_grade=10Г2С1; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-10х17н13м2т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 10Х17Н13М2Т ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,10Х17Н13М2Т,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,10Х17Н13М2Т,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 10Х17Н13М2Т. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=10Х17Н13М2Т; length_mm=89; execution=1; material_grade=10Х17Н13М2Т; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-12х18н10т,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 12Х18Н10Т ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,12Х18Н10Т,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,12Х18Н10Т,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 12Х18Н10Т. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=12Х18Н10Т; length_mm=89; execution=1; material_grade=12Х18Н10Т; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-12х18н10тP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 76.1х7.1-42.4х5 12Х18Н10Т ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,12Х18Н10Т,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,12Х18Н10Т,,,К-1-76.1х7.1-42.4х5,True,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 12Х18Н10Т. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=12Х18Н10Т; length_mm=89; execution=1; material_grade=12Х18Н10Т; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-13хфа,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 13ХФА ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,13ХФА,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,13ХФА,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 13ХФА. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=13ХФА; length_mm=89; execution=1; material_grade=13ХФА; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-17г1с,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 17Г1С ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,17Г1С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=17Г1С; length_mm=89; execution=1; material_grade=17Г1С; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-17г1сP,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход П К 76.1х7.1-42.4х5 17Г1С ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,17Г1С,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С,,,К-1-76.1х7.1-42.4х5,True,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=17Г1С; length_mm=89; execution=1; material_grade=17Г1С; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5; supervised=Да,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-17г1с-у,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 17Г1С-У ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,17Г1С-У,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17Г1С-У,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 17Г1С-У. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=17Г1С-У; length_mm=89; execution=1; material_grade=17Г1С-У; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-17гс,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 17ГС ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,17ГС,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,17ГС,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 17ГС. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=17ГС; length_mm=89; execution=1; material_grade=17ГС; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
гост-17378-2001-1-65-761-71--424-3-20,ГОСТ 17378-2001,ГОСТ 17378-2001,переходы,Переходы,ПК,Переход К 76.1х7.1-42.4х5 Ст20 ГОСТ 17378-2001,65,40,76.1,7.1,42.4,5,,,,1.1,20,3,pdf/отводы/ГОСТ_17378_2001.pdf,,89,,,,1,,20,,,К-1-76.1х7.1-42.4х5,False,гост-17378-2001-1-65-761-71--424-3,1,89,42.4,5,К-1-76.1х7.1-42.4х5,Переход концентрический по ГОСТ 17378-2001. Тип: ПК. DN 65. DN1 40. Размеры 76.1х7.1-42.4х5 мм. L=89 мм. Исполнение 1. Марка стали 20. Масса 1.1 кг. Условное обозначение: К-1-76.1х7.1-42.4х5.,dn=65; dn_branch=40; outer_diameter=76.1; wall_thickness=7.1; mass_kg=1.1; material=20; length_mm=89; execution=1; material_grade=20; length=89; outer_d_branch=42.4; wall_branch=5; gost_designation=К-1-76.1х7.1-42.4х5,,,,,,,,,,,,
