sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class
10494-ШП-14-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M14х60 Ст20 ГОСТ 10494-80,14,,14,60,,,,,,0.073,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,14,60,,,,,,20,,,,False,10494-ШП-14-60-20,14,60,Крепёж по ГОСТ 10494-1980. Резьба M14. Длина 60 мм. Марка стали 20. Масса 0.073 кг.,dn=14; outer_diameter=14; wall_thickness=60; mass_kg=0.073; material=20; thread_size=14; length_mm=60; material_grade=20; thread_size=14; length_mm=60,,,,
10494-ШП-22-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M22х90 Ст20 ГОСТ 10494-80,22,,22,90,,,,,,0.508,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,22,90,,,,,,20,,,,False,10494-ШП-22-90-20,22,90,Крепёж по ГОСТ 10494-1980. Резьба M22. Длина 90 мм. Марка стали 20. Масса 0.508 кг.,dn=22; outer_diameter=22; wall_thickness=90; mass_kg=0.508; material=20; thread_size=22; length_mm=90; material_grade=20; thread_size=22; length_mm=90,,,,
10494-ШП-22-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M22х95 Ст20 ГОСТ 10494-80,22,,22,95,,,,,,0.537,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,22,95,,,,,,20,,,,False,10494-ШП-22-95-20,22,95,Крепёж по ГОСТ 10494-1980. Резьба M22. Длина 95 мм. Марка стали 20. Масса 0.537 кг.,dn=22; outer_diameter=22; wall_thickness=95; mass_kg=0.537; material=20; thread_size=22; length_mm=95; material_grade=20; thread_size=22; length_mm=95,,,,
10494-ШП-22-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M22х100 Ст20 ГОСТ 10494-80,22,,22,100,,,,,,0.568,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,22,100,,,,,,20,,,,False,10494-ШП-22-100-20,22,100,Крепёж по ГОСТ 10494-1980. Резьба M22. Длина 100 мм. Марка стали 20. Масса 0.568 кг.,dn=22; outer_diameter=22; wall_thickness=100; mass_kg=0.568; material=20; thread_size=22; length_mm=100; material_grade=20; thread_size=22; length_mm=100,,,,
10494-ШП-22-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M22х105 Ст20 ГОСТ 10494-80,22,,22,105,,,,,,0.597,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,22,105,,,,,,20,,,,False,10494-ШП-22-105-20,22,105,Крепёж по ГОСТ 10494-1980. Резьба M22. Длина 105 мм. Марка стали 20. Масса 0.597 кг.,dn=22; outer_diameter=22; wall_thickness=105; mass_kg=0.597; material=20; thread_size=22; length_mm=105; material_grade=20; thread_size=22; length_mm=105,,,,
10494-ШП-24-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х60 Ст20 ГОСТ 10494-80,24,,24,60,,,,,,0.421,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,60,,,,,,20,,,,False,10494-ШП-24-60-20,24,60,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 60 мм. Марка стали 20. Масса 0.421 кг.,dn=24; outer_diameter=24; wall_thickness=60; mass_kg=0.421; material=20; thread_size=24; length_mm=60; material_grade=20; thread_size=24; length_mm=60,,,,
10494-ШП-24-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х65 Ст20 ГОСТ 10494-80,24,,24,65,,,,,,0.456,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,65,,,,,,20,,,,False,10494-ШП-24-65-20,24,65,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 65 мм. Марка стали 20. Масса 0.456 кг.,dn=24; outer_diameter=24; wall_thickness=65; mass_kg=0.456; material=20; thread_size=24; length_mm=65; material_grade=20; thread_size=24; length_mm=65,,,,
10494-ШП-24-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х70 Ст20 ГОСТ 10494-80,24,,24,70,,,,,,0.492,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,70,,,,,,20,,,,False,10494-ШП-24-70-20,24,70,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 70 мм. Марка стали 20. Масса 0.492 кг.,dn=24; outer_diameter=24; wall_thickness=70; mass_kg=0.492; material=20; thread_size=24; length_mm=70; material_grade=20; thread_size=24; length_mm=70,,,,
10494-ШП-24-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х75 Ст20 ГОСТ 10494-80,24,,24,75,,,,,,0.527,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,75,,,,,,20,,,,False,10494-ШП-24-75-20,24,75,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 75 мм. Марка стали 20. Масса 0.527 кг.,dn=24; outer_diameter=24; wall_thickness=75; mass_kg=0.527; material=20; thread_size=24; length_mm=75; material_grade=20; thread_size=24; length_mm=75,,,,
10494-ШП-24-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х80 Ст20 ГОСТ 10494-80,24,,24,80,,,,,,0.563,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,80,,,,,,20,,,,False,10494-ШП-24-80-20,24,80,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 80 мм. Марка стали 20. Масса 0.563 кг.,dn=24; outer_diameter=24; wall_thickness=80; mass_kg=0.563; material=20; thread_size=24; length_mm=80; material_grade=20; thread_size=24; length_mm=80,,,,
10494-ШП-24-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х85 Ст20 ГОСТ 10494-80,24,,24,85,,,,,,0.598,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,85,,,,,,20,,,,False,10494-ШП-24-85-20,24,85,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 85 мм. Марка стали 20. Масса 0.598 кг.,dn=24; outer_diameter=24; wall_thickness=85; mass_kg=0.598; material=20; thread_size=24; length_mm=85; material_grade=20; thread_size=24; length_mm=85,,,,
10494-ШП-24-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х90 Ст20 ГОСТ 10494-80,24,,24,90,,,,,,0.634,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,90,,,,,,20,,,,False,10494-ШП-24-90-20,24,90,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 90 мм. Марка стали 20. Масса 0.634 кг.,dn=24; outer_diameter=24; wall_thickness=90; mass_kg=0.634; material=20; thread_size=24; length_mm=90; material_grade=20; thread_size=24; length_mm=90,,,,
10494-ШП-24-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х95 Ст20 ГОСТ 10494-80,24,,24,95,,,,,,0.669,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,95,,,,,,20,,,,False,10494-ШП-24-95-20,24,95,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 95 мм. Марка стали 20. Масса 0.669 кг.,dn=24; outer_diameter=24; wall_thickness=95; mass_kg=0.669; material=20; thread_size=24; length_mm=95; material_grade=20; thread_size=24; length_mm=95,,,,
10494-ШП-24-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х100 Ст20 ГОСТ 10494-80,24,,24,100,,,,,,0.705,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,100,,,,,,20,,,,False,10494-ШП-24-100-20,24,100,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 100 мм. Марка стали 20. Масса 0.705 кг.,dn=24; outer_diameter=24; wall_thickness=100; mass_kg=0.705; material=20; thread_size=24; length_mm=100; material_grade=20; thread_size=24; length_mm=100,,,,
10494-ШП-24-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M24х105 Ст20 ГОСТ 10494-80,24,,24,105,,,,,,0.741,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,24,105,,,,,,20,,,,False,10494-ШП-24-105-20,24,105,Крепёж по ГОСТ 10494-1980. Резьба M24. Длина 105 мм. Марка стали 20. Масса 0.741 кг.,dn=24; outer_diameter=24; wall_thickness=105; mass_kg=0.741; material=20; thread_size=24; length_mm=105; material_grade=20; thread_size=24; length_mm=105,,,,
10494-ШП-27-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х60 Ст20 ГОСТ 10494-80,27,,27,60,,,,,,0.665,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,60,,,,,,20,,,,False,10494-ШП-27-60-20,27,60,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 60 мм. Марка стали 20. Масса 0.665 кг.,dn=27; outer_diameter=27; wall_thickness=60; mass_kg=0.665; material=20; thread_size=27; length_mm=60; material_grade=20; thread_size=27; length_mm=60,,,,
10494-ШП-27-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х65 Ст20 ГОСТ 10494-80,27,,27,65,,,,,,0.710,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,65,,,,,,20,,,,False,10494-ШП-27-65-20,27,65,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 65 мм. Марка стали 20. Масса 0.710 кг.,dn=27; outer_diameter=27; wall_thickness=65; mass_kg=0.710; material=20; thread_size=27; length_mm=65; material_grade=20; thread_size=27; length_mm=65,,,,
10494-ШП-27-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х70 Ст20 ГОСТ 10494-80,27,,27,70,,,,,,0.755,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,70,,,,,,20,,,,False,10494-ШП-27-70-20,27,70,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 70 мм. Марка стали 20. Масса 0.755 кг.,dn=27; outer_diameter=27; wall_thickness=70; mass_kg=0.755; material=20; thread_size=27; length_mm=70; material_grade=20; thread_size=27; length_mm=70,,,,
10494-ШП-27-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х75 Ст20 ГОСТ 10494-80,27,,27,75,,,,,,0.800,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,75,,,,,,20,,,,False,10494-ШП-27-75-20,27,75,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 75 мм. Марка стали 20. Масса 0.800 кг.,dn=27; outer_diameter=27; wall_thickness=75; mass_kg=0.800; material=20; thread_size=27; length_mm=75; material_grade=20; thread_size=27; length_mm=75,,,,
10494-ШП-27-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х80 Ст20 ГОСТ 10494-80,27,,27,80,,,,,,0.845,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,80,,,,,,20,,,,False,10494-ШП-27-80-20,27,80,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 80 мм. Марка стали 20. Масса 0.845 кг.,dn=27; outer_diameter=27; wall_thickness=80; mass_kg=0.845; material=20; thread_size=27; length_mm=80; material_grade=20; thread_size=27; length_mm=80,,,,
10494-ШП-27-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х85 Ст20 ГОСТ 10494-80,27,,27,85,,,,,,0.890,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,85,,,,,,20,,,,False,10494-ШП-27-85-20,27,85,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 85 мм. Марка стали 20. Масса 0.890 кг.,dn=27; outer_diameter=27; wall_thickness=85; mass_kg=0.890; material=20; thread_size=27; length_mm=85; material_grade=20; thread_size=27; length_mm=85,,,,
10494-ШП-27-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х90 Ст20 ГОСТ 10494-80,27,,27,90,,,,,,0.935,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,90,,,,,,20,,,,False,10494-ШП-27-90-20,27,90,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 90 мм. Марка стали 20. Масса 0.935 кг.,dn=27; outer_diameter=27; wall_thickness=90; mass_kg=0.935; material=20; thread_size=27; length_mm=90; material_grade=20; thread_size=27; length_mm=90,,,,
10494-ШП-27-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х95 Ст20 ГОСТ 10494-80,27,,27,95,,,,,,0.980,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,95,,,,,,20,,,,False,10494-ШП-27-95-20,27,95,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 95 мм. Марка стали 20. Масса 0.980 кг.,dn=27; outer_diameter=27; wall_thickness=95; mass_kg=0.980; material=20; thread_size=27; length_mm=95; material_grade=20; thread_size=27; length_mm=95,,,,
10494-ШП-27-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х100 Ст20 ГОСТ 10494-80,27,,27,100,,,,,,1.025,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,100,,,,,,20,,,,False,10494-ШП-27-100-20,27,100,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 100 мм. Марка стали 20. Масса 1.025 кг.,dn=27; outer_diameter=27; wall_thickness=100; mass_kg=1.025; material=20; thread_size=27; length_mm=100; material_grade=20; thread_size=27; length_mm=100,,,,
10494-ШП-27-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M27х105 Ст20 ГОСТ 10494-80,27,,27,105,,,,,,1.070,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,27,105,,,,,,20,,,,False,10494-ШП-27-105-20,27,105,Крепёж по ГОСТ 10494-1980. Резьба M27. Длина 105 мм. Марка стали 20. Масса 1.070 кг.,dn=27; outer_diameter=27; wall_thickness=105; mass_kg=1.070; material=20; thread_size=27; length_mm=105; material_grade=20; thread_size=27; length_mm=105,,,,
10494-ШП-30-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х60 Ст20 ГОСТ 10494-80,30,,30,60,,,,,,0.975,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,60,,,,,,20,,,,False,10494-ШП-30-60-20,30,60,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 60 мм. Марка стали 20. Масса 0.975 кг.,dn=30; outer_diameter=30; wall_thickness=60; mass_kg=0.975; material=20; thread_size=30; length_mm=60; material_grade=20; thread_size=30; length_mm=60,,,,
10494-ШП-30-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х65 Ст20 ГОСТ 10494-80,30,,30,65,,,,,,1.031,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,65,,,,,,20,,,,False,10494-ШП-30-65-20,30,65,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 65 мм. Марка стали 20. Масса 1.031 кг.,dn=30; outer_diameter=30; wall_thickness=65; mass_kg=1.031; material=20; thread_size=30; length_mm=65; material_grade=20; thread_size=30; length_mm=65,,,,
10494-ШП-30-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х70 Ст20 ГОСТ 10494-80,30,,30,70,,,,,,1.086,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,70,,,,,,20,,,,False,10494-ШП-30-70-20,30,70,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 70 мм. Марка стали 20. Масса 1.086 кг.,dn=30; outer_diameter=30; wall_thickness=70; mass_kg=1.086; material=20; thread_size=30; length_mm=70; material_grade=20; thread_size=30; length_mm=70,,,,
10494-ШП-30-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х75 Ст20 ГОСТ 10494-80,30,,30,75,,,,,,1.142,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,75,,,,,,20,,,,False,10494-ШП-30-75-20,30,75,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 75 мм. Марка стали 20. Масса 1.142 кг.,dn=30; outer_diameter=30; wall_thickness=75; mass_kg=1.142; material=20; thread_size=30; length_mm=75; material_grade=20; thread_size=30; length_mm=75,,,,
10494-ШП-30-80-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х80 Ст20 ГОСТ 10494-80,30,,30,80,,,,,,1.197,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,80,,,,,,20,,,,False,10494-ШП-30-80-20,30,80,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 80 мм. Марка стали 20. Масса 1.197 кг.,dn=30; outer_diameter=30; wall_thickness=80; mass_kg=1.197; material=20; thread_size=30; length_mm=80; material_grade=20; thread_size=30; length_mm=80,,,,
10494-ШП-30-85-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х85 Ст20 ГОСТ 10494-80,30,,30,85,,,,,,1.253,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,85,,,,,,20,,,,False,10494-ШП-30-85-20,30,85,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 85 мм. Марка стали 20. Масса 1.253 кг.,dn=30; outer_diameter=30; wall_thickness=85; mass_kg=1.253; material=20; thread_size=30; length_mm=85; material_grade=20; thread_size=30; length_mm=85,,,,
10494-ШП-30-90-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х90 Ст20 ГОСТ 10494-80,30,,30,90,,,,,,1.308,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,90,,,,,,20,,,,False,10494-ШП-30-90-20,30,90,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 90 мм. Марка стали 20. Масса 1.308 кг.,dn=30; outer_diameter=30; wall_thickness=90; mass_kg=1.308; material=20; thread_size=30; length_mm=90; material_grade=20; thread_size=30; length_mm=90,,,,
10494-ШП-30-95-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х95 Ст20 ГОСТ 10494-80,30,,30,95,,,,,,1.364,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,95,,,,,,20,,,,False,10494-ШП-30-95-20,30,95,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 95 мм. Марка стали 20. Масса 1.364 кг.,dn=30; outer_diameter=30; wall_thickness=95; mass_kg=1.364; material=20; thread_size=30; length_mm=95; material_grade=20; thread_size=30; length_mm=95,,,,
10494-ШП-30-100-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х100 Ст20 ГОСТ 10494-80,30,,30,100,,,,,,1.419,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,100,,,,,,20,,,,False,10494-ШП-30-100-20,30,100,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 100 мм. Марка стали 20. Масса 1.419 кг.,dn=30; outer_diameter=30; wall_thickness=100; mass_kg=1.419; material=20; thread_size=30; length_mm=100; material_grade=20; thread_size=30; length_mm=100,,,,
10494-ШП-30-105-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х105 Ст20 ГОСТ 10494-80,30,,30,105,,,,,,1.475,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,105,,,,,,20,,,,False,10494-ШП-30-105-20,30,105,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 105 мм. Марка стали 20. Масса 1.475 кг.,dn=30; outer_diameter=30; wall_thickness=105; mass_kg=1.475; material=20; thread_size=30; length_mm=105; material_grade=20; thread_size=30; length_mm=105,,,,
10494-ШП-30-110-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M30х110 Ст20 ГОСТ 10494-80,30,,30,110,,,,,,1.530,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,30,110,,,,,,20,,,,False,10494-ШП-30-110-20,30,110,Крепёж по ГОСТ 10494-1980. Резьба M30. Длина 110 мм. Марка стали 20. Масса 1.530 кг.,dn=30; outer_diameter=30; wall_thickness=110; mass_kg=1.530; material=20; thread_size=30; length_mm=110; material_grade=20; thread_size=30; length_mm=110,,,,
10494-ШП-33-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M33х60 Ст20 ГОСТ 10494-80,33,,33,60,,,,,,1.314,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,33,60,,,,,,20,,,,False,10494-ШП-33-60-20,33,60,Крепёж по ГОСТ 10494-1980. Резьба M33. Длина 60 мм. Марка стали 20. Масса 1.314 кг.,dn=33; outer_diameter=33; wall_thickness=60; mass_kg=1.314; material=20; thread_size=33; length_mm=60; material_grade=20; thread_size=33; length_mm=60,,,,
10494-ШП-33-65-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M33х65 Ст20 ГОСТ 10494-80,33,,33,65,,,,,,1.381,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,33,65,,,,,,20,,,,False,10494-ШП-33-65-20,33,65,Крепёж по ГОСТ 10494-1980. Резьба M33. Длина 65 мм. Марка стали 20. Масса 1.381 кг.,dn=33; outer_diameter=33; wall_thickness=65; mass_kg=1.381; material=20; thread_size=33; length_mm=65; material_grade=20; thread_size=33; length_mm=65,,,,
10494-ШП-33-70-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M33х70 Ст20 ГОСТ 10494-80,33,,33,70,,,,,,1.448,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,33,70,,,,,,20,,,,False,10494-ШП-33-70-20,33,70,Крепёж по ГОСТ 10494-1980. Резьба M33. Длина 70 мм. Марка стали 20. Масса 1.448 кг.,dn=33; outer_diameter=33; wall_thickness=70; mass_kg=1.448; material=20; thread_size=33; length_mm=70; material_grade=20; thread_size=33; length_mm=70,,,,
10494-ШП-33-75-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M33х75 Ст20 ГОСТ 10494-80,33,,33,75,,,,,,1.515,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,33,75,,,,,,20,,,,False,10494-ШП-33-75-20,33,75,Крепёж по ГОСТ 10494-1980. Резьба M33. Длина 75 мм. Марка стали 20. Масса 1.515 кг.,dn=33; outer_diameter=33; wall_thickness=75; mass_kg=1.515; material=20; thread_size=33; length_mm=75; material_grade=20; thread_size=33; length_mm=75,,,,
