sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_gost_designation,description,attributes,dim_outer_d_branch,dim_wall_branch,equal_pass,dim_equal_pass,woo_type
sto-95-127-2-25-32-2--25-1-12х18н10тP,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник П 32х2-25х2 12Х18Н10Т СТО 95.127-2013,25,20,32,2,25,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,12Х18Н10Т,,,32х2-25х2,True,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=25; gost_designation=32х2-25х2; supervised=Да,25,,,,simple
sto-95-127-2-25-32-2--25-1-13хфа,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 13ХФА СТО 95.127-2013,25,20,32,2,25,,,,,,13ХФА,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,13ХФА,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 13ХФА. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-2-25-32-2--25-1-15гс,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 15ГС СТО 95.127-2013,25,20,32,2,25,,,,,,15ГС,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,15ГС,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 15ГС. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=15ГС; execution=2; material_grade=15ГС; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-2-25-32-2--25-1-17г1с,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 17Г1С СТО 95.127-2013,25,20,32,2,25,,,,,,17Г1С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,17Г1С,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-2-25-32-2--25-1-17г1сP,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник П 32х2-25х2 17Г1С СТО 95.127-2013,25,20,32,2,25,,,,,,17Г1С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,17Г1С,,,32х2-25х2,True,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=25; gost_designation=32х2-25х2; supervised=Да,25,,,,simple
sto-95-127-2-25-32-2--25-1-17г1с-у,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 17Г1С-У СТО 95.127-2013,25,20,32,2,25,,,,,,17Г1С-У,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,17Г1С-У,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 17Г1С-У. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=17Г1С-У; execution=2; material_grade=17Г1С-У; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-2-25-32-2--25-1-17гс,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 17ГС СТО 95.127-2013,25,20,32,2,25,,,,,,17ГС,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,17ГС,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 17ГС. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=17ГС; execution=2; material_grade=17ГС; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-2-25-32-2--25-1-20,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 32х2-25х2 Ст20 СТО 95.127-2013,25,20,32,2,25,,,,,,20,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,20,,,32х2-25х2,False,sto-95-127-2-25-32-2--25-1,2,32х2-25х2,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 25. Размеры 32х2 мм. DN отвода 20. Исполнение 2. Марка стали 20. Условное обозначение: 32х2-25х2.,dn=25; dn_branch=20; outer_diameter=32; wall_thickness=2; material=20; execution=2; material_grade=20; outer_d_branch=25; gost_designation=32х2-25х2,25,,,,simple
sto-95-127-15-40-45-25---1-08х18н10т,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 08Х18Н10Т СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,08Х18Н10Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,08Х18Н10Т,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 08Х18Н10Т. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=08Х18Н10Т; execution=15; material_grade=08Х18Н10Т; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-09г2с,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 09Г2С СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,09Г2С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,09Г2С,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 09Г2С. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=09Г2С; execution=15; material_grade=09Г2С; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-09г2сP,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник П 45х2.5 09Г2С СТО 95.127-2013,40,40,45,2.5,,,,,,,09Г2С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,09Г2С,,,45х2.5,True,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 09Г2С. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=09Г2С; execution=15; material_grade=09Г2С; gost_designation=45х2.5; supervised=Да,,,,,simple
sto-95-127-15-40-45-25---1-10,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 Ст10 СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,10,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,10,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 10. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=10; execution=15; material_grade=10; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-10г2,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 10Г2 СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,10Г2,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,10Г2,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 10Г2. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=10Г2; execution=15; material_grade=10Г2; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-10г2с1,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 10Г2С1 СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,10Г2С1,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,10Г2С1,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 10Г2С1. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=10Г2С1; execution=15; material_grade=10Г2С1; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-10х17н13м2т,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 10Х17Н13М2Т СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,10Х17Н13М2Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,10Х17Н13М2Т,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 10Х17Н13М2Т. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=10Х17Н13М2Т; execution=15; material_grade=10Х17Н13М2Т; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-12х18н10т,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 12Х18Н10Т СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,12Х18Н10Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,12Х18Н10Т,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 12Х18Н10Т. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=12Х18Н10Т; execution=15; material_grade=12Х18Н10Т; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-12х18н10тP,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник П 45х2.5 12Х18Н10Т СТО 95.127-2013,40,40,45,2.5,,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,12Х18Н10Т,,,45х2.5,True,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 12Х18Н10Т. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=12Х18Н10Т; execution=15; material_grade=12Х18Н10Т; gost_designation=45х2.5; supervised=Да,,,,,simple
sto-95-127-15-40-45-25---1-13хфа,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 13ХФА СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,13ХФА,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,13ХФА,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 13ХФА. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=13ХФА; execution=15; material_grade=13ХФА; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-15гс,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 15ГС СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,15ГС,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,15ГС,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 15ГС. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=15ГС; execution=15; material_grade=15ГС; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-17г1с,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 17Г1С СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,17Г1С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,17Г1С,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 17Г1С. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=17Г1С; execution=15; material_grade=17Г1С; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-17г1сP,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник П 45х2.5 17Г1С СТО 95.127-2013,40,40,45,2.5,,,,,,,17Г1С,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,17Г1С,,,45х2.5,True,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 17Г1С. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=17Г1С; execution=15; material_grade=17Г1С; gost_designation=45х2.5; supervised=Да,,,,,simple
sto-95-127-15-40-45-25---1-17г1с-у,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 17Г1С-У СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,17Г1С-У,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,17Г1С-У,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 17Г1С-У. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=17Г1С-У; execution=15; material_grade=17Г1С-У; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-17гс,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 17ГС СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,17ГС,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,17ГС,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 17ГС. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=17ГС; execution=15; material_grade=17ГС; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-15-40-45-25---1-20,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5 Ст20 СТО 95.127-2013,40,40,45,2.5,45,2.5,,,,,20,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,15,,20,,,45х2.5,False,sto-95-127-15-40-45-25---1,15,45х2.5,Тройник равнопроходный по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5 мм. Исполнение 15. Марка стали 20. Условное обозначение: 45х2.5.,dn=40; outer_diameter=45; wall_thickness=2.5; material=20; execution=15; material_grade=20; gost_designation=45х2.5,45,2.5,да,да,simple
sto-95-127-2-40-45-25--38-1-08х18н10т,sto-95-127,СТО 95.127-2013,тройники,Тройники,ТС,Тройник 45х2.5-38х2 08Х18Н10Т СТО 95.127-2013,40,32,45,2.5,38,2,,,,,08Х18Н10Т,1,pdf/тройники/СТО_95_127_2013.pdf,,,,,,2,,08Х18Н10Т,,,45х2.5-38х2,False,sto-95-127-2-40-45-25--38-1,2,45х2.5-38х2,Тройник переходной по СТО 95.127-2013. Тип: ТС. DN 40. Размеры 45х2.5-38х2 мм. DN отвода 32. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 45х2.5-38х2.,dn=40; dn_branch=32; outer_diameter=45; wall_thickness=2.5; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; outer_d_branch=38; wall_branch=2; gost_designation=45х2.5-38х2,38,2,,,simple
