sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,description,attributes,dim_dim_0,dim_dim_1,dim_dim_2,dim_dim_7,dim_dim_8,dim_dim_9,dim_dim_10,dim_dim_5,dim_dim_13,dim_dim_14,dim_dim_15,dim_dim_16,dim_dim_17,dim_dim_18,dim_dim_т,dim_dim_в,dim_dim_3,dim_dim_w,dim_dim_н,dim_dim_с
гост-15150-ар-56дляизделийкатегории41взависимостиотихспецификидопускаетсяустанав,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 5.6.Дляизделийкатегории4.1взависимостиотихспецификидопускаетсяустанавливать (ГОСТ 15150),5.6.Дляизделийкатегории4.1взависимостиотихспецификидопускаетсяустанавливать,,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 5.6.Дляизделийкатегории4.1взависимостиотихспецификидопускаетсяустанавливать.,dn=5.6.Дляизделийкатегории4.1взависимостиотихспецификидопускаетсяустанавливать,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-другиевтомчислеболееузкиепределызначенийповлажностипосравнениюс-no,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN другие,втомчислеболееузкие,пределызначенийповлажностипосравнениюс (ГОСТ 15150)","другие,втомчислеболееузкие,пределызначенийповлажностипосравнениюс",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN другие,втомчислеболееузкие,пределызначенийповлажностипосравнениюс.","dn=другие,втомчислеболееузкие,пределызначенийповлажностипосравнениюс",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-указаннымивтабл6-none-none-none-26,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN указаннымивтабл.6. (ГОСТ 15150),указаннымивтабл.6.,,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN указаннымивтабл.6..,dn=указаннымивтабл.6.,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-57есливсоответствиисп52необходимоустановитьотличныеотнормальныхзна,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 5.7.Есливсоответствиисп.5.2необходимоустановитьотличныеотнормальныхзначения (ГОСТ 15150),5.7.Есливсоответствиисп.5.2необходимоустановитьотличныеотнормальныхзначения,,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 5.7.Есливсоответствиисп.5.2необходимоустановитьотличныеотнормальныхзначения.,dn=5.7.Есливсоответствиисп.5.2необходимоустановитьотличныеотнормальныхзначения,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-давлениявоздухаилидругогогазаследуетвыбиратьодноизследующихзначени,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN давлениявоздухаилидругогогаза,следуетвыбиратьодноизследующихзначений: (ГОСТ 15150)","давлениявоздухаилидругогогаза,следуетвыбиратьодноизследующихзначений:",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN давлениявоздухаилидругогогаза,следуетвыбиратьодноизследующихзначений:.","dn=давлениявоздухаилидругогогаза,следуетвыбиратьодноизследующихзначений:",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-апониженноеатмосферноедавлениевсоответствиисприложением7табл2-none,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN а)пониженноеатмосферноедавлениевсоответствиисприложением7,табл.2; (ГОСТ 15150)","а)пониженноеатмосферноедавлениевсоответствиисприложением7,табл.2;",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN а)пониженноеатмосферноедавлениевсоответствиисприложением7,табл.2;.","dn=а)пониженноеатмосферноедавлениевсоответствиисприложением7,табл.2;",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-бповышенноедавлениевоздухаилидругогогазапаатм147105151961052-none-,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN б)повышенноедавлениевоздухаилидругогогаза,Па(атм):1,47·105(1,5);1,96·105(2); (ГОСТ 15150)","б)повышенноедавлениевоздухаилидругогогаза,Па(атм):1,47·105(1,5);1,96·105(2);",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN б)повышенноедавлениевоздухаилидругогогаза,Па(атм):1,47·105(1,5);1,96·105(2);.","dn=б)повышенноедавлениевоздухаилидругогогаза,Па(атм):1,47·105(1,5);1,96·105(2);",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-2441052529410535881056-none-none-none-26,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN 2,44·105(2,5);2,94·105(3);5,88·105(6). (ГОСТ 15150)","2,44·105(2,5);2,94·105(3);5,88·105(6).",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN 2,44·105(2,5);2,94·105(3);5,88·105(6)..","dn=2,44·105(2,5);2,94·105(3);5,88·105(6).",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-измененнаяредакцияизмn2-none-none-none-26,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN (Измененнаяредакция,Изм.N2). (ГОСТ 15150)","(Измененнаяредакция,Изм.N2).",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN (Измененнаяредакция,Изм.N2)..","dn=(Измененнаяредакция,Изм.N2).",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-58нормывоздействиясоляноготуманапоп410должнысоответствоватьнормам-,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN 5.8.Нормывоздействиясоляноготуманапоп.4.10должнысоответствоватьнормам, (ГОСТ 15150)","5.8.Нормывоздействиясоляноготуманапоп.4.10должнысоответствоватьнормам,",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN 5.8.Нормывоздействиясоляноготуманапоп.4.10должнысоответствоватьнормам,.","dn=5.8.Нормывоздействиясоляноготуманапоп.4.10должнысоответствоватьнормам,",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-установленнымвстандартахрегламентирующихметодыиспытанийизделий-non,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN установленнымвстандартах,регламентирующихметодыиспытанийизделий. (ГОСТ 15150)","установленнымвстандартах,регламентирующихметодыиспытанийизделий.",,,,,,,,,26,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN установленнымвстандартах,регламентирующихметодыиспытанийизделий..","dn=установленнымвстандартах,регламентирующихметодыиспытанийизделий.",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-21-none-none-none-31,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN 2±1 (ГОСТ 15150),2±1,,,,,,,,,31,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN 2±1.,dn=2±1,,,,,,,,,,,,,,,,,,,,
гост-15150-ар-тэс-none-none-none-31,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN Тэ,°С (ГОСТ 15150)","Тэ,°С",,,,,,,,,31,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN Тэ,°С.","dn=Тэ,°С",,,,,,,,,,,,,,,,,,,,
гост-15150-ар-i-none-none-none-31,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN I** (ГОСТ 15150),I**,,,,,,,,,31,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN I**.,dn=I**; dim_0=1; 1.1; 2; 2.1; dim_1=АХЛ; dim_2=АХл,1; 1.1; 2; 2.1,АХЛ,АХл,,,,,,,,,,,,,,,,,
гост-15150-ар-тср-none-none-none-31,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN Тср (ГОСТ 15150),Тср,,,,,,,,,31,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN Тср.,"dn=Тср; dim_1=УХЛ, У, ТУ; dim_2=ХлУ, ТпУ, ТпСУ",,"УХЛ, У, ТУ","ХлУ, ТпУ, ТпСУ",,,,,,,,,,,,,,,,,
гост-15150-ар-верхнеезначе-ние-none-none-none-40,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN верхнеезначе-ние (ГОСТ 15150),верхнеезначе-ние,,,,,,,,,40,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN верхнеезначе-ние.,dn=верхнеезначе-ние; dim_2=буквен- ное,,,буквен- ное,,,,,,,,,,,,,,,,,
гост-15150-ар-ухл4смпримечание1тоже-none-------none-40,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN УХЛ4См.примечание1Тоже PN - - - (ГОСТ 15150),УХЛ4См.примечание1Тоже,,,,- - -,,,,,40,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN УХЛ4См.примечание1Тоже. PN - - - МПа.,dn=УХЛ4См.примечание1Тоже; pn=- - -; dim_1=1 1.1 1.2; dim_2=Л - -; dim_7=- - -; dim_8=- - -; dim_9=Н Н Н,,1 1.1 1.2,Л - -,- - -,- - -,Н Н Н,,,,,,,,,,,,,,
гост-15150-ар-у3-none-none-none-40,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,Арматура АР DN У3 (ГОСТ 15150),У3,,,,,,,,,40,pdf/отводы/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150. Тип: АР. DN У3.,dn=У3; dim_1=2; dim_2=С; dim_9=Н,,2,С,,,Н,,,,,,,,,,,,,,
гост-15150-ар-навесыилипомещениягдеколебаниятемпературыивлажностивоздуханесущест,ГОСТ 15150,ГОСТ 15150,арматура,Арматура,АР,"Арматура АР DN Навесыилипомещения,гдеколебаниятемпературыивлажностивоздуханесущественноотличаютсяотколебанийнаоткрытомвоздухе(например,палатки,металлическиехранилищабезтеплоизоляцииит.п.),расположенныевмакроклиматическихрайонахсумереннымихолоднымклиматомватмосферетипаI (ГОСТ 15150)","Навесыилипомещения,гдеколебаниятемпературыивлажностивоздуханесущественноотличаютсяотколебанийнаоткрытомвоздухе(например,палатки,металлическиехранилищабезтеплоизоляцииит.п.),расположенныевмакроклиматическихрайонахсумереннымихолоднымклиматомватмосферетипаI",,,,,,,,,41,pdf/отводы/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150. Тип: АР. DN Навесыилипомещения,гдеколебаниятемпературыивлажностивоздуханесущественноотличаютсяотколебанийнаоткрытомвоздухе(например,палатки,металлическиехранилищабезтеплоизоляцииит.п.),расположенныевмакроклиматическихрайонахсумереннымихолоднымклиматомватмосферетипаI.","dn=Навесыилипомещения,гдеколебаниятемпературыивлажностивоздуханесущественноотличаютсяотколебанийнаоткрытомвоздухе(например,палатки,металлическиехранилищабезтеплоизоляцииит.п.),расположенныевмакроклиматическихрайонахсумереннымихолоднымклиматомватмосферетипаI",,,,,,,,,,,,,,,,,,,,
