sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
сто-79814898-112-24-300-325x12-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 325x12 исп. 24 СТО 79814898 112-2009,300,,325,12,,,25,90,,86,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,24,,,,,90°-325x12-исп24,False,,24,,,,,,,,,,90°-325x12-исп24,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 300. Труба 325x12 мм. Dн1 325 мм. S1 12 мм. PN 25. Масса 86 кг.,dn=300; pn=25; outer_diameter=325; wall_thickness=12; angle=90; mass_kg=86; execution=24; gost_designation=90°-325x12-исп24; pipe_od=325; pipe_wall=12; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,325,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-61-350-377x6-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 377x6 исп. 61 СТО 79814898 112-2009,350,,377,6,,,25,90,,44.8,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,61,,,,,90°-377x6-исп61,False,,61,,,,,,,,,,90°-377x6-исп61,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 350. Труба 377x6 мм. Dн1 377 мм. S1 6 мм. PN 25. Масса 44.8 кг.,dn=350; pn=25; outer_diameter=377; wall_thickness=6; angle=90; mass_kg=44.8; execution=61; gost_designation=90°-377x6-исп61; pipe_od=377; pipe_wall=6; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,377,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-62-400-426x8-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 426x8 исп. 62 СТО 79814898 112-2009,400,,426,8,,,25,90,,95,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,62,,,,,90°-426x8-исп62,False,,62,,,,,,,,,,90°-426x8-исп62,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 400. Труба 426x8 мм. Dн1 426 мм. S1 8 мм. PN 25. Масса 95 кг.,dn=400; pn=25; outer_diameter=426; wall_thickness=8; angle=90; mass_kg=95; execution=62; gost_designation=90°-426x8-исп62; pipe_od=426; pipe_wall=8; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,426,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-63-500-530x8-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 530x8 исп. 63 СТО 79814898 112-2009,500,,530,8,,,25,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,63,,,,,90°-530x8-исп63,False,,63,,,,,,,,,,90°-530x8-исп63,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 500. Труба 530x8 мм. Dн1 530 мм. S1 135.8 мм. PN 25. Масса  кг.,dn=500; pn=25; outer_diameter=530; wall_thickness=8; angle=90; execution=63; gost_designation=90°-530x8-исп63; pipe_od=530; pipe_wall=8; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-64-600-630x8-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 630x8 исп. 64 СТО 79814898 112-2009,600,,630,8,,,16,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,64,,,,,90°-630x8-исп64,False,,64,,,,,,,,,,90°-630x8-исп64,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 600. Труба 630x8 мм. Dн1 630 мм. S1 191.9 мм. PN 16. Масса  кг.,dn=600; pn=16; outer_diameter=630; wall_thickness=8; angle=90; execution=64; gost_designation=90°-630x8-исп64; pipe_od=630; pipe_wall=8; pressure_group=PN 16; mass_method=табличная; data_source=html:79814898-112,,,,,,16,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-65-630x12-12-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 12 исп. 65 СТО 79814898 112-2009,630х12,,"285,8",191.9,,,25,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,65,,,,,90°-12-исп65,False,,65,,,,,,,,,,90°-12-исп65,simple,,,,,onbackorder,no,"Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 630х12. Труба 12 мм. Dн1 285,8 мм. S1 191.9 мм. PN 25. Масса  кг.","dn=630х12; pn=25; outer_diameter=285,8; wall_thickness=191.9; angle=90; execution=65; gost_designation=90°-12-исп65; pipe_od=285,8; pipe_wall=191.9; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112",,,,,,25,,,,,,,,,,,,,,,,,"285,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-66-700-720x10-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 720x10 исп. 66 СТО 79814898 112-2009,700,,720,10,,,25,90,,309.3,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,66,,,,,90°-720x10-исп66,False,,66,,,,,,,,,,90°-720x10-исп66,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 700. Труба 720x10 мм. Dн1 720 мм. S1 10 мм. PN 25. Масса 309.3 кг.,dn=700; pn=25; outer_diameter=720; wall_thickness=10; angle=90; mass_kg=309.3; execution=66; gost_designation=90°-720x10-исп66; pipe_od=720; pipe_wall=10; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,720,,,,,,309.3,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-67-800-820x10-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 820x10 исп. 67 СТО 79814898 112-2009,800,,820,10,,,25,90,,481.6,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,67,,,,,90°-820x10-исп67,False,,67,,,,,,,,,,90°-820x10-исп67,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 800. Труба 820x10 мм. Dн1 820 мм. S1 12 мм. PN 25. Масса 481.6 кг.,dn=800; pn=25; outer_diameter=820; wall_thickness=10; angle=90; mass_kg=481.6; execution=67; gost_designation=90°-820x10-исп67; pipe_od=820; pipe_wall=10; pressure_group=PN 25; mass_method=табличная; data_source=html:79814898-112,,,,,,25,,,,,,,,,,,,,,,,,820,,,,,,481.6,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-68-10-400-6-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,"Колено секторное 90° 400,6 исп. 68 СТО 79814898 112-2009",10,,,12,,,16,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,68,,,,,"90°-400,6-исп68",False,,68,,,,,,,,,,"90°-400,6-исп68",simple,,,,,onbackorder,no,"Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 10. Труба 400,6 мм. Dн1  мм. S1 12 мм. PN 16. Масса  кг.","dn=10; pn=16; wall_thickness=12; angle=90; execution=68; gost_designation=90°-400,6-исп68; pipe_wall=12; pressure_group=PN 16; mass_method=табличная; data_source=html:79814898-112",,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-69-900-920x10-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 920x10 исп. 69 СТО 79814898 112-2009,900,,920,10,,,16,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,69,,,,,90°-920x10-исп69,False,,69,,,,,,,,,,90°-920x10-исп69,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 900. Труба 920x10 мм. Dн1 920 мм. S1 504.9 мм. PN 16. Масса  кг.,dn=900; pn=16; outer_diameter=920; wall_thickness=10; angle=90; execution=69; gost_designation=90°-920x10-исп69; pipe_od=920; pipe_wall=10; pressure_group=PN 16; mass_method=табличная; data_source=html:79814898-112,,,,,,16,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-70-1000-1020x10-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 1020x10 исп. 70 СТО 79814898 112-2009,1000,,1020,10,,,16,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,70,,,,,90°-1020x10-исп70,False,,70,,,,,,,,,,90°-1020x10-исп70,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 1000. Труба 1020x10 мм. Dн1 1020 мм. S1 619.7 мм. PN 16. Масса  кг.,dn=1000; pn=16; outer_diameter=1020; wall_thickness=10; angle=90; execution=70; gost_designation=90°-1020x10-исп70; pipe_od=1020; pipe_wall=10; pressure_group=PN 16; mass_method=табличная; data_source=html:79814898-112,,,,,,16,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-71-1200-1220x10-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 1220x10 исп. 71 СТО 79814898 112-2009,1200,,1220,10,,,16,90,,1064.9,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,71,,,,,90°-1220x10-исп71,False,,71,,,,,,,,,,90°-1220x10-исп71,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 1200. Труба 1220x10 мм. Dн1 1220 мм. S1 12 мм. PN 16. Масса 1064.9 кг.,dn=1200; pn=16; outer_diameter=1220; wall_thickness=10; angle=90; mass_kg=1064.9; execution=71; gost_designation=90°-1220x10-исп71; pipe_od=1220; pipe_wall=10; pressure_group=PN 16; mass_method=табличная; data_source=html:79814898-112,,,,,,16,,,,,,,,,,,,,,,,,1220,,,,,,1064.9,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
сто-79814898-112-72-10-885-90,СТО 79814898 112-2009,СТО 79814898 112-2009,отводы,Отводы,КС,Колено секторное 90° 885 исп. 72 СТО 79814898 112-2009,10,,,12,,,10,90,,,,,pdf/отводы/СТО_79814898_112-2009.pdf,,,,,,72,,,,,90°-885-исп72,False,,72,,,,,,,,,,90°-885-исп72,simple,,,,,onbackorder,no,Колено секторное по СТО 79814898 112-2009. Угол 90°. DN 10. Труба 885 мм. Dн1  мм. S1 12 мм. PN 10. Масса  кг.,dn=10; pn=10; wall_thickness=12; angle=90; execution=72; gost_designation=90°-885-исп72; pipe_wall=12; pressure_group=PN 10; mass_method=табличная; data_source=html:79814898-112,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:79814898-112,,,,,,,,,,
ост-3410752-108-4-30-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 108×4 20 ОСТ 34.10.752-97,,,108,4,,,2.5,30,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,30°-108x4,False,,,,,,,,,,,,30°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 30°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=30; material=20; material_grade=20; gost_designation=30°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-30-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 108×4 09Г2С ОСТ 34.10.752-97,,,108,4,,,2.5,30,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,30°-108x4,False,,,,,,,,,,,,30°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 30°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=30; material=09Г2С; material_grade=09Г2С; gost_designation=30°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-30-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 108×4 12Х18Н10Т ОСТ 34.10.752-97,,,108,4,,,2.5,30,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,30°-108x4,False,,,,,,,,,,,,30°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 30°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=30; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=30°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-45-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 108×4 20 ОСТ 34.10.752-97,,,108,4,,,2.5,45,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,45°-108x4,False,,,,,,,,,,,,45°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 45°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=45; material=20; material_grade=20; gost_designation=45°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-45-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 108×4 09Г2С ОСТ 34.10.752-97,,,108,4,,,2.5,45,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,45°-108x4,False,,,,,,,,,,,,45°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 45°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=45; material=09Г2С; material_grade=09Г2С; gost_designation=45°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-45-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 108×4 12Х18Н10Т ОСТ 34.10.752-97,,,108,4,,,2.5,45,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,45°-108x4,False,,,,,,,,,,,,45°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 45°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=45; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=45°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-60-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 108×4 20 ОСТ 34.10.752-97,,,108,4,,,2.5,60,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,60°-108x4,False,,,,,,,,,,,,60°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 60°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=60; material=20; material_grade=20; gost_designation=60°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-60-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 108×4 09Г2С ОСТ 34.10.752-97,,,108,4,,,2.5,60,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,60°-108x4,False,,,,,,,,,,,,60°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 60°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=60; material=09Г2С; material_grade=09Г2С; gost_designation=60°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-60-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 108×4 12Х18Н10Т ОСТ 34.10.752-97,,,108,4,,,2.5,60,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,60°-108x4,False,,,,,,,,,,,,60°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 60°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=60; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=60°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-90-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 108×4 20 ОСТ 34.10.752-97,,,108,4,,,2.5,90,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,90°-108x4,False,,,,,,,,,,,,90°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 90°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=90; material=20; material_grade=20; gost_designation=90°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-108-4-90-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 108×4 09Г2С ОСТ 34.10.752-97,,,108,4,,,2.5,90,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,90°-108x4,False,,,,,,,,,,,,90°-108x4,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 108 мм × s 4 мм. Угол 90°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=108; wall_thickness=4; angle=90; material=09Г2С; material_grade=09Г2С; gost_designation=90°-108x4; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
