sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_gost_designation,description,attributes,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_outer_d_branch
гост-17379-2001-1-20-269-2---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х2 13ХФА ГОСТ 17379-2001,20,,26.9,2,,,,0.07,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-26.9х2,False,гост-17379-2001-1-20-269-2---1,1,25,1-26.9х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 2 мм. Высота K 25 мм. Марка стали 13ХФА. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х2.,dn=20; outer_diameter=26.9; wall_thickness=2; mass_kg=0.07; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=25; gost_designation=1-26.9х2,,,,
гост-17379-2001-1-20-269-2---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х2 17Г1С ГОСТ 17379-2001,20,,26.9,2,,,,0.07,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-26.9х2,False,гост-17379-2001-1-20-269-2---1,1,25,1-26.9х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 2 мм. Высота K 25 мм. Марка стали 17Г1С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х2.,dn=20; outer_diameter=26.9; wall_thickness=2; mass_kg=0.07; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=25; gost_designation=1-26.9х2,,,,
гост-17379-2001-1-20-269-2---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х2 17Г1С ГОСТ 17379-2001,20,,26.9,2,,,,0.07,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-26.9х2,True,гост-17379-2001-1-20-269-2---1,1,25,1-26.9х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 2 мм. Высота K 25 мм. Марка стали 17Г1С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х2.,dn=20; outer_diameter=26.9; wall_thickness=2; mass_kg=0.07; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=25; gost_designation=1-26.9х2; supervised=Да,,,,
гост-17379-2001-1-20-269-32---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х3.2 09Г2С ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-26.9х3.2,False,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 09Г2С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=25; gost_designation=1-26.9х3.2,,,,
гост-17379-2001-1-20-269-32---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х3.2 09Г2С ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-26.9х3.2,True,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 09Г2С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=25; gost_designation=1-26.9х3.2; supervised=Да,,,,
гост-17379-2001-1-20-269-32---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х3.2 12Х18Н10Т ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-26.9х3.2,False,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 12Х18Н10Т. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=25; gost_designation=1-26.9х3.2,,,,
гост-17379-2001-1-20-269-32---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х3.2 12Х18Н10Т ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-26.9х3.2,True,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 12Х18Н10Т. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=25; gost_designation=1-26.9х3.2; supervised=Да,,,,
гост-17379-2001-1-20-269-32---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х3.2 Ст20 ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-26.9х3.2,False,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 20. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=20; execution=1; material_grade=20; height_mm=25; gost_designation=1-26.9х3.2,,,,
гост-17379-2001-1-20-269-32---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х3.2 13ХФА ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-26.9х3.2,False,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 13ХФА. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=25; gost_designation=1-26.9х3.2,,,,
гост-17379-2001-1-20-269-32---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х3.2 17Г1С ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-26.9х3.2,False,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 17Г1С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=25; gost_designation=1-26.9х3.2,,,,
гост-17379-2001-1-20-269-32---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х3.2 17Г1С ГОСТ 17379-2001,20,,26.9,3.2,,,,0.07,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-26.9х3.2,True,гост-17379-2001-1-20-269-32---1,1,25,1-26.9х3.2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 3.2 мм. Высота K 25 мм. Марка стали 17Г1С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х3.2.,dn=20; outer_diameter=26.9; wall_thickness=3.2; mass_kg=0.07; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=25; gost_designation=1-26.9х3.2; supervised=Да,,,,
гост-17379-2001-1-20-269-4---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х4 09Г2С ГОСТ 17379-2001,20,,26.9,4,,,,0.07,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-26.9х4,False,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 09Г2С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=25; gost_designation=1-26.9х4,,,,
гост-17379-2001-1-20-269-4---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х4 09Г2С ГОСТ 17379-2001,20,,26.9,4,,,,0.07,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,09Г2С,,,1-26.9х4,True,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 09Г2С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=25; gost_designation=1-26.9х4; supervised=Да,,,,
гост-17379-2001-1-20-269-4---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х4 12Х18Н10Т ГОСТ 17379-2001,20,,26.9,4,,,,0.07,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-26.9х4,False,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 12Х18Н10Т. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=25; gost_designation=1-26.9х4,,,,
гост-17379-2001-1-20-269-4---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 1-26.9х4 12Х18Н10Т ГОСТ 17379-2001,20,,26.9,4,,,,0.07,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,12Х18Н10Т,,,1-26.9х4,True,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 12Х18Н10Т. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=25; gost_designation=1-26.9х4; supervised=Да,,,,
гост-17379-2001-1-20-269-4---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х4 Ст20 ГОСТ 17379-2001,20,,26.9,4,,,,0.07,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,20,,,1-26.9х4,False,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 20. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=20; execution=1; material_grade=20; height_mm=25; gost_designation=1-26.9х4,,,,
гост-17379-2001-1-20-269-4---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х4 13ХФА ГОСТ 17379-2001,20,,26.9,4,,,,0.07,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,13ХФА,,,1-26.9х4,False,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 13ХФА. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=25; gost_designation=1-26.9х4,,,,
гост-17379-2001-1-20-269-4---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 1-26.9х4 17Г1С ГОСТ 17379-2001,20,,26.9,4,,,,0.07,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,1,,17Г1С,,,1-26.9х4,False,гост-17379-2001-1-20-269-4---1,1,25,1-26.9х4,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 1. DN 20. Наружный диаметр D 26.9 мм. Толщина стенки T 4 мм. Высота K 25 мм. Марка стали 17Г1С. Масса 0.07 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 1-26.9х4.,dn=20; outer_diameter=26.9; wall_thickness=4; mass_kg=0.07; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=25; gost_designation=1-26.9х4,,,,
